Speaker_1,Speaker_2,Big5,Persona,Conversation
Chandler,Eddie,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Ahhhh-gaaaahhh. Eddie what're you still doin' here?
Ah, just some basic dehydrating of a few fruits and vegetables. MAN ALIVE this thing's fantastic!
Look Eddie, aren't you forgetting anything?"
Joey,Gunther,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","I fell down an elevator shaft.
That sucks. I was buried in an avalanche.
What?"
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Daaahhhh!
Aaahhhhhhh! Aaahhhh!
Why must everybody watch me sleep? There'll be no more watching me sleep, no more watching.
I wa-
Uuuh."
Joey,Casting,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks.
Excuse me, that's 50 bucks.
What?"
Monica,Rachel,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Do you not remember the puppet guy?
Yeah you like totally let him wash his feet in the pool of your inner power.
And his puppet too."
Monica,Phoebe,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","And his puppet too.
Yeah ok, well at least I didn't let some guy into the forest of my righteous truth on the first date.
Who?
Paul."
Chandler,Eddie,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","May I help you?
Why doesn't my key work and what's all my stuff doin' downstairs?
Well, I'm, I'm sorry... Ahhh. Have we met?
It's Eddie you freak, your roommate.
I, I'm sorry, I uh I already have a roommate."
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","I, I'm sorry, I uh I already have a roommate.
Hello.
Yeah, he's lived here for years, I don't, I don't know what you're talking about man."
Chandler,Eddie,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Yeah, he's lived here for years, I don't, I don't know what you're talking about man.
No he, he moved out and I moved in.
Well I, I think we'd remember something like that."
Joey,Chandler,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","Hey no problem.
Welcome home man.
A little foos?
Absolutely.
What happened to the foosball?
Ah that's a cantelope."
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","I am Phoebe. My free-spirited nature and unique perspective on life make me stand out in the group. I am creative, often expressing myself through my music and offbeat ideas. Despite my eccentricities, I am incredibly kind-hearted and always there for my friends when they need support. I have a mysterious past that sometimes peeks through, adding depth to my character. My spontaneity and whimsical approach to life bring a touch of unpredictability to our circle of friends.","And they were serving franks which is his first name minus the s at the end. And there was a rotisserie with spinning chicken.
His indian name?
No because I chickened out the last time when I tried to meet him. So I mean coincidences? I don't think so."
